node_a	node_b	shared	ref
219	9074	1	1
219	418	1	1
219	2998	3	1
219	3277	0	0
219	1781	1	1
219	9744	0	0
219	9352	0	0
219	8577	2	1
219	11054	4	1
219	363	2	1
219	12306	0	0
3393	12930	3	1
3393	1826	0	0
3393	5041	0	0
3393	1312	0	0
3393	2994	0	0
3393	11714	0	0
3393	1686	1	1
3393	13189	0	0
3393	11934	0	0
3393	2531	0	0
3393	2043	0	0
3393	10763	8	1
3393	1459	1	1
3393	263	0	0
3393	1024	0	0
3393	3571	0	0
3393	1324	0	0
3393	0060073	0	0
3393	12365	1	1
3393	3070	0	0
3393	1909	0	0
3393	14221	0	0
3393	6364	2	1
3393	2377	0	0
3393	4045	0	0
3393	585	0	0
3393	0050742	0	0
3393	9970	0	0
3393	2174	0	0
3393	11476	0	0
3393	2394	0	0
3393	1793	0	0
3393	4989	0	0
3393	1192	0	0
3393	11612	0	0
3393	12236	0	0
3393	10283	0	0
3393	8893	0	0
3393	9008	0	0
3393	7148	0	0
3393	1115	0	0
3393	4159	0	0
3393	10534	0	0
3393	9074	0	0
3393	418	3	1
3393	2998	0	0
3393	3277	0	0
3393	1781	0	0
3393	9744	1	1
3393	9352	2	1
3393	8577	0	0
3393	11054	0	0
3393	363	0	0
3393	12306	0	0
12930	1826	0	0
12930	5041	0	0
12930	1312	0	0
12930	2994	0	0
12930	11714	0	0
12930	1686	0	0
12930	13189	0	0
12930	11934	0	0
12930	2531	0	0
12930	2043	0	0
12930	10763	3	1
12930	1459	0	0
12930	263	0	0
12930	1024	0	0
12930	3571	0	0
12930	1324	0	0
12930	0060073	0	0
12930	12365	0	0
12930	3070	0	0
12930	1909	0	0
12930	14221	0	0
12930	6364	0	0
12930	2377	0	0
12930	4045	0	0
12930	585	0	0
12930	0050742	0	0
12930	9970	0	0
12930	2174	0	0
12930	11476	0	0
12930	2394	0	0
12930	1793	0	0
12930	4989	0	0
12930	1192	0	0
12930	11612	0	0
12930	12236	0	0
12930	10283	0	0
12930	8893	0	0
12930	9008	0	0
12930	7148	0	0
12930	1115	0	0
12930	4159	0	0
12930	10534	0	0
12930	9074	0	0
12930	418	1	1
12930	2998	0	0
12930	3277	0	0
12930	1781	0	0
12930	9744	0	0
12930	9352	0	0
12930	8577	0	0
12930	11054	0	0
12930	363	0	0
12930	12306	0	0
1826	5041	0	0
1826	1312	0	0
1826	2994	0	0
1826	11714	0	0
1826	1686	1	1
1826	13189	0	0
1826	11934	0	0
1826	2531	0	0
1826	2043	0	0
1826	10763	1	1
1826	1459	0	0
1826	263	0	0
1826	1024	0	0
1826	3571	0	0
1826	1324	0	0
1826	0060073	0	0
1826	12365	0	0
1826	3070	0	0
1826	1909	0	0
1826	14221	0	0
1826	6364	1	1
1826	2377	0	0
1826	4045	0	0
1826	585	0	0
1826	0050742	0	0
1826	9970	1	1
1826	2174	0	0
1826	11476	0	0
1826	2394	0	0
1826	1793	0	0
1826	4989	0	0
1826	1192	0	0
1826	11612	0	0
1826	12236	0	0
1826	10283	0	0
1826	8893	0	0
1826	9008	0	0
1826	7148	0	0
1826	1115	0	0
1826	4159	0	0
1826	10534	0	0
1826	9074	0	0
1826	418	0	0
1826	2998	0	0
1826	3277	0	0
1826	1781	0	0
1826	9744	0	0
1826	9352	0	0
1826	8577	0	0
1826	11054	0	0
1826	363	0	0
1826	12306	0	0
5041	1312	1	1
5041	2994	2	1
5041	11714	0	0
5041	1686	0	0
5041	13189	0	0
5041	11934	2	1
5041	2531	3	1
5041	2043	0	0
5041	10763	0	0
5041	1459	0	0
5041	263	3	1
5041	1024	1	1
5041	3571	1	1
5041	1324	3	1
5041	0060073	2	1
5041	12365	0	0
5041	3070	0	0
5041	1909	1	1
5041	14221	0	0
5041	6364	0	0
5041	2377	2	1
5041	4045	1	1
5041	585	0	0
5041	0050742	0	0
5041	9970	1	1
5041	2174	1	1
5041	11476	0	0
5041	2394	1	1
5041	1793	2	1
5041	4989	0	0
5041	1192	1	1
5041	11612	0	0
5041	12236	0	0
5041	10283	2	1
5041	8893	2	1
5041	9008	1	1
5041	7148	1	1
5041	1115	0	0
5041	4159	2	1
5041	10534	3	1
5041	9074	1	1
5041	418	1	1
5041	2998	2	1
5041	3277	0	0
5041	1781	1	1
5041	9744	0	0
5041	9352	0	0
5041	8577	2	1
5041	11054	3	1
5041	363	1	1
5041	12306	0	0
1312	2994	1	1
1312	11714	0	0
1312	1686	0	0
1312	13189	0	0
1312	11934	0	0
1312	2531	1	1
1312	2043	0	0
1312	10763	0	0
1312	1459	0	0
1312	263	1	1
1312	1024	1	1
1312	3571	0	0
1312	1324	1	1
1312	0060073	1	1
1312	12365	0	0
1312	3070	0	0
1312	1909	0	0
1312	14221	0	0
1312	6364	0	0
1312	2377	1	1
1312	4045	1	1
1312	585	0	0
1312	0050742	0	0
1312	9970	1	1
1312	2174	0	0
1312	11476	0	0
1312	2394	0	0
1312	1793	0	0
1312	4989	0	0
1312	1192	0	0
1312	11612	0	0
1312	12236	0	0
1312	10283	0	0
1312	8893	1	1
1312	9008	1	1
1312	7148	1	1
1312	1115	0	0
1312	4159	0	0
1312	10534	1	1
1312	9074	1	1
1312	418	1	1
1312	2998	1	1
1312	3277	0	0
1312	1781	0	0
1312	9744	0	0
1312	9352	0	0
1312	8577	1	1
1312	11054	1	1
1312	363	0	0
1312	12306	0	0
2994	11714	0	0
2994	1686	0	0
2994	13189	0	0
2994	11934	2	1
2994	2531	5	1
2994	2043	0	0
2994	10763	0	0
2994	1459	0	0
2994	263	4	1
2994	1024	1	1
2994	3571	2	1
2994	1324	4	1
2994	0060073	4	1
2994	12365	0	0
2994	3070	1	1
2994	1909	4	1
2994	14221	0	0
2994	6364	0	0
2994	2377	2	1
2994	4045	4	1
2994	585	0	0
2994	0050742	0	0
2994	9970	1	1
2994	2174	2	1
2994	11476	0	0
2994	2394	4	1
2994	1793	4	1
2994	4989	0	0
2994	1192	4	1
2994	11612	0	0
2994	12236	0	0
2994	10283	3	1
2994	8893	2	1
2994	9008	1	1
2994	7148	1	1
2994	1115	3	1
2994	4159	4	1
2994	10534	4	1
2994	9074	1	1
2994	418	1	1
2994	2998	5	1
2994	3277	0	0
2994	1781	2	1
2994	9744	0	0
2994	9352	0	0
2994	8577	1	1
2994	11054	5	1
2994	363	3	1
2994	12306	0	0
11714	1686	0	0
11714	13189	0	0
11714	11934	0	0
11714	2531	0	0
11714	2043	0	0
11714	10763	0	0
11714	1459	0	0
11714	263	0	0
11714	1024	0	0
11714	3571	0	0
11714	1324	0	0
11714	0060073	0	0
11714	12365	0	0
11714	3070	0	0
11714	1909	0	0
11714	14221	1	1
11714	6364	0	0
11714	2377	0	0
11714	4045	0	0
11714	585	0	0
11714	0050742	0	0
11714	9970	0	0
11714	2174	0	0
11714	11476	0	0
11714	2394	0	0
11714	1793	0	0
11714	4989	0	0
11714	1192	0	0
11714	11612	1	1
11714	12236	0	0
11714	10283	0	0
11714	8893	0	0
11714	9008	0	0
11714	7148	0	0
11714	1115	0	0
11714	4159	0	0
11714	10534	0	0
11714	9074	0	0
11714	418	0	0
11714	2998	0	0
11714	3277	0	0
11714	1781	0	0
11714	9744	0	0
11714	9352	1	1
11714	8577	0	0
11714	11054	0	0
11714	363	0	0
11714	12306	0	0
1686	13189	0	0
1686	11934	0	0
1686	2531	0	0
1686	2043	0	0
1686	10763	3	1
1686	1459	0	0
1686	263	0	0
1686	1024	0	0
1686	3571	0	0
1686	1324	0	0
1686	0060073	0	0
1686	12365	1	1
1686	3070	0	0
1686	1909	0	0
1686	14221	0	0
1686	6364	1	1
1686	2377	0	0
1686	4045	0	0
1686	585	0	0
1686	0050742	0	0
1686	9970	0	0
1686	2174	0	0
1686	11476	1	1
1686	2394	0	0
1686	1793	0	0
1686	4989	0	0
1686	1192	0	0
1686	11612	0	0
1686	12236	0	0
1686	10283	0	0
1686	8893	0	0
1686	9008	0	0
1686	7148	0	0
1686	1115	0	0
1686	4159	0	0
1686	10534	0	0
1686	9074	0	0
1686	418	0	0
1686	2998	0	0
1686	3277	0	0
1686	1781	0	0
1686	9744	0	0
1686	9352	0	0
1686	8577	0	0
1686	11054	0	0
1686	363	0	0
1686	12306	0	0
13189	11934	0	0
13189	2531	2	1
13189	2043	0	0
13189	10763	0	0
13189	1459	0	0
13189	263	0	0
13189	1024	0	0
13189	3571	0	0
13189	1324	0	0
13189	0060073	0	0
13189	12365	0	0
13189	3070	0	0
13189	1909	0	0
13189	14221	0	0
13189	6364	0	0
13189	2377	3	1
13189	4045	0	0
13189	585	0	0
13189	0050742	0	0
13189	9970	0	0
13189	2174	0	0
13189	11476	0	0
13189	2394	0	0
13189	1793	0	0
13189	4989	0	0
13189	1192	0	0
13189	11612	0	0
13189	12236	1	1
13189	10283	1	1
13189	8893	3	1
13189	9008	3	1
13189	7148	4	1
13189	1115	0	0
13189	4159	0	0
13189	10534	0	0
13189	9074	4	1
13189	418	1	1
13189	2998	0	0
13189	3277	0	0
13189	1781	0	0
13189	9744	0	0
13189	9352	0	0
13189	8577	4	1
13189	11054	0	0
13189	363	0	0
13189	12306	0	0
11934	2531	3	1
11934	2043	0	0
11934	10763	0	0
11934	1459	0	0
11934	263	3	1
11934	1024	0	0
11934	3571	1	1
11934	1324	3	1
11934	0060073	2	1
11934	12365	0	0
11934	3070	0	0
11934	1909	2	1
11934	14221	0	0
11934	6364	0	0
11934	2377	1	1
11934	4045	1	1
11934	585	0	0
11934	0050742	0	0
11934	9970	0	0
11934	2174	1	1
11934	11476	0	0
11934	2394	2	1
11934	1793	3	1
11934	4989	0	0
11934	1192	2	1
11934	11612	0	0
11934	12236	0	0
11934	10283	3	1
11934	8893	1	1
11934	9008	0	0
11934	7148	0	0
11934	1115	1	1
11934	4159	3	1
11934	10534	3	1
11934	9074	0	0
11934	418	0	0
11934	2998	2	1
11934	3277	0	0
11934	1781	1	1
11934	9744	0	0
11934	9352	0	0
11934	8577	1	1
11934	11054	3	1
11934	363	2	1
11934	12306	0	0
2531	2043	0	0
2531	10763	0	0
2531	1459	0	0
2531	263	5	1
2531	1024	1	1
2531	3571	2	1
2531	1324	5	1
2531	0060073	5	1
2531	12365	0	0
2531	3070	1	1
2531	1909	4	1
2531	14221	0	0
2531	6364	0	0
2531	2377	8	1
2531	4045	4	1
2531	585	0	0
2531	0050742	0	0
2531	9970	1	1
2531	2174	2	1
2531	11476	0	0
2531	2394	4	1
2531	1793	5	1
2531	4989	0	0
2531	1192	4	1
2531	11612	0	0
2531	12236	0	0
2531	10283	5	1
2531	8893	8	1
2531	9008	6	1
2531	7148	6	1
2531	1115	3	1
2531	4159	5	1
2531	10534	5	1
2531	9074	6	1
2531	418	2	1
2531	2998	5	1
2531	3277	0	0
2531	1781	2	1
2531	9744	0	0
2531	9352	0	0
2531	8577	7	1
2531	11054	6	1
2531	363	3	1
2531	12306	1	1
2043	10763	0	0
2043	1459	0	0
2043	263	0	0
2043	1024	0	0
2043	3571	0	0
2043	1324	0	0
2043	0060073	0	0
2043	12365	0	0
2043	3070	0	0
2043	1909	0	0
2043	14221	0	0
2043	6364	0	0
2043	2377	0	0
2043	4045	0	0
2043	585	0	0
2043	0050742	0	0
2043	9970	0	0
2043	2174	0	0
2043	11476	0	0
2043	2394	0	0
2043	1793	0	0
2043	4989	0	0
2043	1192	0	0
2043	11612	0	0
2043	12236	0	0
2043	10283	0	0
2043	8893	0	0
2043	9008	0	0
2043	7148	0	0
2043	1115	0	0
2043	4159	0	0
2043	10534	0	0
2043	9074	0	0
2043	418	0	0
2043	2998	0	0
2043	3277	0	0
2043	1781	0	0
2043	9744	0	0
2043	9352	0	0
2043	8577	0	0
2043	11054	0	0
2043	363	0	0
2043	12306	0	0
10763	1459	0	0
10763	263	0	0
10763	1024	0	0
10763	3571	0	0
10763	1324	0	0
10763	0060073	0	0
10763	12365	2	1
10763	3070	0	0
10763	1909	0	0
10763	14221	0	0
10763	6364	3	1
10763	2377	0	0
10763	4045	0	0
10763	585	1	1
10763	0050742	0	0
10763	9970	0	0
10763	2174	0	0
10763	11476	0	0
10763	2394	0	0
10763	1793	0	0
10763	4989	0	0
10763	1192	0	0
10763	11612	0	0
10763	12236	0	0
10763	10283	0	0
10763	8893	0	0
10763	9008	0	0
10763	7148	0	0
10763	1115	0	0
10763	4159	0	0
10763	10534	0	0
10763	9074	0	0
10763	418	3	1
10763	2998	0	0
10763	3277	0	0
10763	1781	0	0
10763	9744	1	1
10763	9352	2	1
10763	8577	0	0
10763	11054	0	0
10763	363	0	0
10763	12306	0	0
1459	263	0	0
1459	1024	0	0
1459	3571	0	0
1459	1324	0	0
1459	0060073	0	0
1459	12365	1	1
1459	3070	0	0
1459	1909	0	0
1459	14221	0	0
1459	6364	0	0
1459	2377	0	0
1459	4045	0	0
1459	585	0	0
1459	0050742	0	0
1459	9970	0	0
1459	2174	0	0
1459	11476	0	0
1459	2394	0	0
1459	1793	0	0
1459	4989	0	0
1459	1192	0	0
1459	11612	0	0
1459	12236	0	0
1459	10283	0	0
1459	8893	0	0
1459	9008	0	0
1459	7148	0	0
1459	1115	0	0
1459	4159	0	0
1459	10534	0	0
1459	9074	0	0
1459	418	0	0
1459	2998	0	0
1459	3277	0	0
1459	1781	0	0
1459	9744	0	0
1459	9352	0	0
1459	8577	0	0
1459	11054	0	0
1459	363	0	0
1459	12306	0	0
263	1024	1	1
263	3571	2	1
263	1324	5	1
263	0060073	4	1
263	12365	0	0
263	3070	0	0
263	1909	3	1
263	14221	0	0
263	6364	0	0
263	2377	3	1
263	4045	3	1
263	585	0	0
263	0050742	0	0
263	9970	1	1
263	2174	2	1
263	11476	0	0
263	2394	3	1
263	1793	4	1
263	4989	0	0
263	1192	3	1
263	11612	0	0
263	12236	0	0
263	10283	4	1
263	8893	2	1
263	9008	1	1
263	7148	1	1
263	1115	2	1
263	4159	4	1
263	10534	5	1
263	9074	1	1
263	418	1	1
263	2998	4	1
263	3277	0	0
263	1781	2	1
263	9744	0	0
263	9352	0	0
263	8577	2	1
263	11054	5	1
263	363	3	1
263	12306	0	0
1024	3571	0	0
1024	1324	1	1
1024	0060073	1	1
1024	12365	1	1
1024	3070	0	0
1024	1909	0	0
1024	14221	0	0
1024	6364	0	0
1024	2377	1	1
1024	4045	1	1
1024	585	0	0
1024	0050742	0	0
1024	9970	1	1
1024	2174	0	0
1024	11476	0	0
1024	2394	0	0
1024	1793	0	0
1024	4989	0	0
1024	1192	0	0
1024	11612	0	0
1024	12236	0	0
1024	10283	0	0
1024	8893	1	1
1024	9008	1	1
1024	7148	1	1
1024	1115	0	0
1024	4159	0	0
1024	10534	1	1
1024	9074	2	1
1024	418	1	1
1024	2998	1	1
1024	3277	0	0
1024	1781	0	0
1024	9744	0	0
1024	9352	0	0
1024	8577	1	1
1024	11054	1	1
1024	363	0	0
1024	12306	0	0
3571	1324	2	1
3571	0060073	1	1
3571	12365	0	0
3571	3070	0	0
3571	1909	2	1
3571	14221	0	0
3571	6364	0	0
3571	2377	1	1
3571	4045	1	1
3571	585	0	0
3571	0050742	0	0
3571	9970	0	0
3571	2174	2	1
3571	11476	0	0
3571	2394	2	1
3571	1793	2	1
3571	4989	0	0
3571	1192	2	1
3571	11612	0	0
3571	12236	0	0
3571	10283	2	1
3571	8893	1	1
3571	9008	0	0
3571	7148	0	0
3571	1115	1	1
3571	4159	2	1
3571	10534	2	1
3571	9074	0	0
3571	418	0	0
3571	2998	2	1
3571	3277	0	0
3571	1781	2	1
3571	9744	0	0
3571	9352	0	0
3571	8577	0	0
3571	11054	2	1
3571	363	2	1
3571	12306	0	0
1324	0060073	4	1
1324	12365	0	0
1324	3070	0	0
1324	1909	3	1
1324	14221	0	0
1324	6364	0	0
1324	2377	3	1
1324	4045	3	1
1324	585	0	0
1324	0050742	0	0
1324	9970	1	1
1324	2174	2	1
1324	11476	0	0
1324	2394	3	1
1324	1793	4	1
1324	4989	0	0
1324	1192	3	1
1324	11612	0	0
1324	12236	0	0
1324	10283	4	1
1324	8893	2	1
1324	9008	1	1
1324	7148	1	1
1324	1115	2	1
1324	4159	4	1
1324	10534	5	1
1324	9074	1	1
1324	418	1	1
1324	2998	4	1
1324	3277	0	0
1324	1781	2	1
1324	9744	0	0
1324	9352	0	0
1324	8577	2	1
1324	11054	5	1
1324	363	3	1
1324	12306	0	0
0060073	12365	0	0
0060073	3070	1	1
0060073	1909	3	1
0060073	14221	0	0
0060073	6364	0	0
0060073	2377	3	1
0060073	4045	4	1
0060073	585	0	0
0060073	0050742	0	0
0060073	9970	1	1
0060073	2174	1	1
0060073	11476	0	0
0060073	2394	3	1
0060073	1793	4	1
0060073	4989	0	0
0060073	1192	3	1
0060073	11612	0	0
0060073	12236	0	0
0060073	10283	3	1
0060073	8893	1	1
0060073	9008	1	1
0060073	7148	1	1
0060073	1115	3	1
0060073	4159	4	1
0060073	10534	4	1
0060073	9074	1	1
0060073	418	1	1
0060073	2998	4	1
0060073	3277	0	0
0060073	1781	1	1
0060073	9744	0	0
0060073	9352	0	0
0060073	8577	2	1
0060073	11054	5	1
0060073	363	2	1
0060073	12306	0	0
12365	3070	0	0
12365	1909	0	0
12365	14221	0	0
12365	6364	0	0
12365	2377	0	0
12365	4045	0	0
12365	585	0	0
12365	0050742	0	0
12365	9970	0	0
12365	2174	0	0
12365	11476	0	0
12365	2394	0	0
12365	1793	0	0
12365	4989	0	0
12365	1192	1	1
12365	11612	0	0
12365	12236	0	0
12365	10283	0	0
12365	8893	0	0
12365	9008	0	0
12365	7148	0	0
12365	1115	0	0
12365	4159	0	0
12365	10534	0	0
12365	9074	1	1
12365	418	1	1
12365	2998	0	0
12365	3277	0	0
12365	1781	0	0
12365	9744	0	0
12365	9352	0	0
12365	8577	0	0
12365	11054	0	0
12365	363	0	0
12365	12306	0	0
3070	1909	1	1
3070	14221	0	0
3070	6364	0	0
3070	2377	0	0
3070	4045	1	1
3070	585	0	0
3070	0050742	0	0
3070	9970	0	0
3070	2174	0	0
3070	11476	0	0
3070	2394	1	1
3070	1793	1	1
3070	4989	0	0
3070	1192	1	1
3070	11612	0	0
3070	12236	0	0
3070	10283	0	0
3070	8893	0	0
3070	9008	0	0
3070	7148	0	0
3070	1115	1	1
3070	4159	1	1
3070	10534	0	0
3070	9074	0	0
3070	418	0	0
3070	2998	1	1
3070	3277	0	0
3070	1781	0	0
3070	9744	0	0
3070	9352	0	0
3070	8577	0	0
3070	11054	1	1
3070	363	0	0
3070	12306	0	0
1909	14221	0	0
1909	6364	0	0
1909	2377	1	1
1909	4045	3	1
1909	585	0	0
1909	0050742	0	0
1909	9970	0	0
1909	2174	2	1
1909	11476	0	0
1909	2394	4	1
1909	1793	4	1
1909	4989	0	0
1909	1192	4	1
1909	11612	0	0
1909	12236	0	0
1909	10283	3	1
1909	8893	1	1
1909	9008	0	0
1909	7148	0	0
1909	1115	3	1
1909	4159	4	1
1909	10534	3	1
1909	9074	0	0
1909	418	0	0
1909	2998	4	1
1909	3277	0	0
1909	1781	2	1
1909	9744	0	0
1909	9352	0	0
1909	8577	0	0
1909	11054	4	1
1909	363	3	1
1909	12306	0	0
14221	6364	0	0
14221	2377	0	0
14221	4045	0	0
14221	585	0	0
14221	0050742	0	0
14221	9970	0	0
14221	2174	0	0
14221	11476	0	0
14221	2394	0	0
14221	1793	0	0
14221	4989	0	0
14221	1192	0	0
14221	11612	1	1
14221	12236	0	0
14221	10283	0	0
14221	8893	0	0
14221	9008	0	0
14221	7148	0	0
14221	1115	0	0
14221	4159	0	0
14221	10534	0	0
14221	9074	0	0
14221	418	0	0
14221	2998	0	0
14221	3277	0	0
14221	1781	0	0
14221	9744	0	0
14221	9352	1	1
14221	8577	0	0
14221	11054	0	0
14221	363	0	0
14221	12306	0	0
6364	2377	0	0
6364	4045	0	0
6364	585	0	0
6364	0050742	0	0
6364	9970	2	1
6364	2174	0	0
6364	11476	0	0
6364	2394	0	0
6364	1793	0	0
6364	4989	0	0
6364	1192	0	0
6364	11612	0	0
6364	12236	0	0
6364	10283	0	0
6364	8893	0	0
6364	9008	0	0
6364	7148	0	0
6364	1115	0	0
6364	4159	0	0
6364	10534	1	1
6364	9074	0	0
6364	418	1	1
6364	2998	0	0
6364	3277	0	0
6364	1781	0	0
6364	9744	1	1
6364	9352	1	1
6364	8577	0	0
6364	11054	0	0
6364	363	0	0
6364	12306	0	0
2377	4045	2	1
2377	585	0	0
2377	0050742	0	0
2377	9970	1	1
2377	2174	1	1
2377	11476	0	0
2377	2394	1	1
2377	1793	2	1
2377	4989	0	0
2377	1192	1	1
2377	11612	0	0
2377	12236	0	0
2377	10283	3	1
2377	8893	6	1
2377	9008	7	1
2377	7148	7	1
2377	1115	1	1
2377	4159	2	1
2377	10534	3	1
2377	9074	7	1
2377	418	2	1
2377	2998	2	1
2377	3277	0	0
2377	1781	1	1
2377	9744	0	0
2377	9352	0	0
2377	8577	8	1
2377	11054	3	1
2377	363	1	1
2377	12306	0	0
4045	585	0	0
4045	0050742	0	0
4045	9970	1	1
4045	2174	1	1
4045	11476	0	0
4045	2394	3	1
4045	1793	3	1
4045	4989	0	0
4045	1192	3	1
4045	11612	0	0
4045	12236	0	0
4045	10283	2	1
4045	8893	1	1
4045	9008	1	1
4045	7148	1	1
4045	1115	3	1
4045	4159	3	1
4045	10534	3	1
4045	9074	1	1
4045	418	1	1
4045	2998	4	1
4045	3277	0	0
4045	1781	1	1
4045	9744	0	0
4045	9352	0	0
4045	8577	1	1
4045	11054	4	1
4045	363	2	1
4045	12306	0	0
585	0050742	0	0
585	9970	0	0
585	2174	0	0
585	11476	0	0
585	2394	0	0
585	1793	0	0
585	4989	0	0
585	1192	0	0
585	11612	0	0
585	12236	0	0
585	10283	0	0
585	8893	0	0
585	9008	0	0
585	7148	0	0
585	1115	0	0
585	4159	0	0
585	10534	0	0
585	9074	0	0
585	418	0	0
585	2998	0	0
585	3277	0	0
585	1781	0	0
585	9744	0	0
585	9352	0	0
585	8577	0	0
585	11054	0	0
585	363	0	0
585	12306	0	0
0050742	9970	0	0
0050742	2174	0	0
0050742	11476	0	0
0050742	2394	0	0
0050742	1793	0	0
0050742	4989	0	0
0050742	1192	0	0
0050742	11612	0	0
0050742	12236	0	0
0050742	10283	0	0
0050742	8893	0	0
0050742	9008	0	0
0050742	7148	0	0
0050742	1115	0	0
0050742	4159	0	0
0050742	10534	0	0
0050742	9074	0	0
0050742	418	0	0
0050742	2998	0	0
0050742	3277	0	0
0050742	1781	0	0
0050742	9744	0	0
0050742	9352	0	0
0050742	8577	1	1
0050742	11054	0	0
0050742	363	0	0
0050742	12306	0	0
9970	2174	0	0
9970	11476	0	0
9970	2394	0	0
9970	1793	0	0
9970	4989	0	0
9970	1192	0	0
9970	11612	0	0
9970	12236	0	0
9970	10283	0	0
9970	8893	1	1
9970	9008	1	1
9970	7148	1	1
9970	1115	0	0
9970	4159	0	0
9970	10534	2	1
9970	9074	1	1
9970	418	1	1
9970	2998	1	1
9970	3277	0	0
9970	1781	0	0
9970	9744	0	0
9970	9352	1	1
9970	8577	1	1
9970	11054	1	1
9970	363	0	0
9970	12306	0	0
2174	11476	0	0
2174	2394	2	1
2174	1793	2	1
2174	4989	0	0
2174	1192	2	1
2174	11612	0	0
2174	12236	0	0
2174	10283	2	1
2174	8893	1	1
2174	9008	0	0
2174	7148	0	0
2174	1115	1	1
2174	4159	2	1
2174	10534	2	1
2174	9074	0	0
2174	418	0	0
2174	2998	2	1
2174	3277	0	0
2174	1781	2	1
2174	9744	0	0
2174	9352	0	0
2174	8577	0	0
2174	11054	2	1
2174	363	2	1
2174	12306	0	0
11476	2394	0	0
11476	1793	0	0
11476	4989	0	0
11476	1192	0	0
11476	11612	0	0
11476	12236	0	0
11476	10283	3	1
11476	8893	2	1
11476	9008	0	0
11476	7148	1	1
11476	1115	0	0
11476	4159	0	0
11476	10534	0	0
11476	9074	0	0
11476	418	0	0
11476	2998	0	0
11476	3277	0	0
11476	1781	0	0
11476	9744	0	0
11476	9352	0	0
11476	8577	1	1
11476	11054	0	0
11476	363	1	1
11476	12306	0	0
2394	1793	4	1
2394	4989	0	0
2394	1192	4	1
2394	11612	0	0
2394	12236	0	0
2394	10283	3	1
2394	8893	1	1
2394	9008	0	0
2394	7148	0	0
2394	1115	3	1
2394	4159	4	1
2394	10534	3	1
2394	9074	0	0
2394	418	0	0
2394	2998	4	1
2394	3277	0	0
2394	1781	2	1
2394	9744	0	0
2394	9352	0	0
2394	8577	0	0
2394	11054	4	1
2394	363	3	1
2394	12306	0	0
1793	4989	0	0
1793	1192	4	1
1793	11612	0	0
1793	12236	0	0
1793	10283	5	1
1793	8893	1	1
1793	9008	0	0
1793	7148	0	0
1793	1115	3	1
1793	4159	5	1
1793	10534	4	1
1793	9074	0	0
1793	418	0	0
1793	2998	4	1
1793	3277	0	0
1793	1781	2	1
1793	9744	0	0
1793	9352	0	0
1793	8577	1	1
1793	11054	5	1
1793	363	3	1
1793	12306	0	0
4989	1192	0	0
4989	11612	0	0
4989	12236	0	0
4989	10283	0	0
4989	8893	0	0
4989	9008	0	0
4989	7148	0	0
4989	1115	0	0
4989	4159	0	0
4989	10534	0	0
4989	9074	0	0
4989	418	0	0
4989	2998	0	0
4989	3277	0	0
4989	1781	0	0
4989	9744	0	0
4989	9352	0	0
4989	8577	0	0
4989	11054	0	0
4989	363	0	0
4989	12306	0	0
1192	11612	0	0
1192	12236	0	0
1192	10283	3	1
1192	8893	1	1
1192	9008	0	0
1192	7148	0	0
1192	1115	3	1
1192	4159	4	1
1192	10534	3	1
1192	9074	0	0
1192	418	0	0
1192	2998	4	1
1192	3277	0	0
1192	1781	2	1
1192	9744	0	0
1192	9352	0	0
1192	8577	0	0
1192	11054	4	1
1192	363	3	1
1192	12306	0	0
11612	12236	0	0
11612	10283	0	0
11612	8893	0	0
11612	9008	0	0
11612	7148	0	0
11612	1115	0	0
11612	4159	0	0
11612	10534	0	0
11612	9074	0	0
11612	418	0	0
11612	2998	0	0
11612	3277	0	0
11612	1781	0	0
11612	9744	0	0
11612	9352	1	1
11612	8577	0	0
11612	11054	0	0
11612	363	0	0
11612	12306	0	0
12236	10283	0	0
12236	8893	0	0
12236	9008	0	0
12236	7148	0	0
12236	1115	0	0
12236	4159	0	0
12236	10534	0	0
12236	9074	0	0
12236	418	0	0
12236	2998	0	0
12236	3277	0	0
12236	1781	0	0
12236	9744	0	0
12236	9352	0	0
12236	8577	0	0
12236	11054	0	0
12236	363	0	0
12236	12306	0	0
10283	8893	2	1
10283	9008	1	1
10283	7148	1	1
10283	1115	2	1
10283	4159	4	1
10283	10534	4	1
10283	9074	1	1
10283	418	1	1
10283	2998	3	1
10283	3277	0	0
10283	1781	2	1
10283	9744	0	0
10283	9352	0	0
10283	8577	2	1
10283	11054	4	1
10283	363	5	1
10283	12306	0	0
8893	9008	6	1
8893	7148	7	1
8893	1115	0	0
8893	4159	1	1
8893	10534	2	1
8893	9074	8	1
8893	418	4	1
8893	2998	2	1
8893	3277	0	0
8893	1781	1	1
8893	9744	0	0
8893	9352	0	0
8893	8577	8	1
8893	11054	2	1
8893	363	1	1
8893	12306	1	1
9008	7148	8	1
9008	1115	0	0
9008	4159	0	0
9008	10534	1	1
9008	9074	7	1
9008	418	2	1
9008	2998	1	1
9008	3277	0	0
9008	1781	0	0
9008	9744	0	0
9008	9352	0	0
9008	8577	7	1
9008	11054	1	1
9008	363	0	0
9008	12306	0	0
7148	1115	0	0
7148	4159	0	0
7148	10534	1	1
7148	9074	8	1
7148	418	2	1
7148	2998	1	1
7148	3277	0	0
7148	1781	0	0
7148	9744	0	0
7148	9352	0	0
7148	8577	8	1
7148	11054	1	1
7148	363	0	0
7148	12306	0	0
1115	4159	3	1
1115	10534	2	1
1115	9074	0	0
